UTM_X,UTM_Y,sqft_lot,grade,condition,waterfront,view,age,bathrooms,sqft_living,log_price
553242.5606066233,5269663.478743873,4995,7,4,0,0,87,1.5,2430,5.763427993562937
550901.9153219217,5262084.754077001,11770,7,3,0,0,68,2.75,2820,5.544068044350276
560274.1037718378,5280602.280282312,4164,9,3,0,0,2,3.75,2890,6.041392685158225
560505.2149805841,5287240.403561039,7983,7,5,0,0,48,2,1520,5.628388930050312
562522.9235923722,5245692.147362931,19177,7,4,0,0,49,2.5,1790,5.389077443792349
545291.8435796328,5266940.034598527,2833,8,3,0,2,49,2.25,2070,5.829303772831025
545903.0684550127,5265755.571556358,7800,7,3,0,0,75,1.75,1550,5.628388930050312
562081.964793299,5280021.0796541935,8580,9,3,0,0,1,2.75,3610,5.99211148778695
566150.1407362837,5272174.131443097,7800,7,4,0,0,57,1.75,1440,5.691081492122969
547626.5460533176,5275872.412906566,3600,7,3,0,0,115,1,1300,5.913283901760418
548021.1955007192,5282666.689793131,5900,8,3,0,0,1,2.5,2220,5.814647069451856
557842.872115053,5260782.163739445,8960,7,3,0,0,55,2,2430,5.4065401804339555
551505.3059561192,5244796.229682828,7210,7,4,0,0,41,2.25,1700,5.447158031342219
560688.8493646223,5262355.928421628,4616,7,3,0,0,14,2.5,2240,5.653212513775344
555454.682908081,5242464.806816942,7258,7,3,0,0,31,2,1170,5.3979400086720375
566169.0473088531,5270507.080299678,11560,7,5,0,0,53,2.5,2810,5.82865989653532
562240.2157297389,5250990.784765201,7210,7,4,0,0,41,1.75,1710,5.4363980249415995
545632.5290857846,5281069.172632035,3880,8,3,0,0,64,2,2150,5.7596678446896306
551113.2507683899,5289428.649816729,8280,6,3,0,0,68,1,1090,5.462323113084234
548101.2479074226,5263839.35143485,1125,7,3,0,0,4,2,1260,5.396199347095736
559267.7819980204,5238967.615715151,8760,6,4,0,0,69,1,1510,5.278753600952829
545925.0167987841,5282049.560557718,4000,7,4,0,0,90,1.75,1400,5.7363965022766426
561271.6437185943,5242566.936612375,5472,8,3,0,0,12,2.5,2040,5.511883360978874
552599.0391757415,5274303.561067846,1171,8,3,0,0,9,2.5,1480,5.698970004336019
553481.7078691164,5284548.320629813,8040,6,4,0,0,66,1,1060,5.585573518622731
548350.4006851189,5261018.3647807585,9120,7,3,0,0,56,1.5,2230,5.5230958382525674
551193.7870128604,5288795.811020992,5760,6,3,0,0,66,1,800,5.423245873936808
569642.8170333775,5288120.936885521,16200,8,3,0,0,39,1.75,1280,5.531478917042255
562350.0541544604,5283025.034587952,7700,8,5,0,0,38,1.75,1810,5.778151250383644
547930.0045515214,5266360.907746641,1368,7,3,0,0,6,2.5,1630,5.469822015978163
548476.394876578,5291051.008184796,6000,6,4,0,0,71,1,1010,5.480006942957151
552548.2643476442,5279927.153580589,3750,7,4,0,0,90,1.75,1450,5.673020907128897
554936.902118428,5265433.392107354,5000,8,3,0,0,11,3.5,3990,5.869231719730976
557316.2753290179,5291253.9331066795,4668,8,3,0,0,11,3,2450,5.698970004336019
553208.2838805176,5273419.916516419,4400,8,4,0,0,109,1,1700,5.903089986991944
553669.2687336287,5280482.013041334,4200,7,5,0,0,64,1.75,1950,5.778874472002739
555217.1232651373,5267636.728044201,5760,6,3,0,0,98,1,930,5.680788611506682
568626.0249381742,5246893.906408298,15334,7,4,0,0,23,2.25,1500,5.380211241711606
550535.7903074422,5278253.2340652235,3035,7,3,0,0,89,2.5,1840,5.740362689494244
555219.014589087,5267436.682412005,6480,7,4,0,3,91,3,2350,5.905795880367869
562117.3354321282,5255468.677055532,7560,6,3,0,0,57,1,1010,5.276461804173244
548777.0589349163,5264045.008747198,6350,7,3,0,0,64,1,950,5.457881896733992
549007.9567281614,5281330.04656365,3500,7,4,0,0,89,1.5,1880,5.781755374652469
548899.488096111,5276372.001965255,2738,9,4,0,0,85,2.75,2170,5.928395852256714
558433.9863467963,5269457.505713369,10800,7,4,0,0,64,2,2090,5.81888541459401
558811.9589700466,5284144.120959763,9600,7,3,0,0,52,1,1660,5.556302500767287
547805.7832671402,5281486.759116005,3708,7,4,0,0,89,1,1390,5.785329835010767
560116.6295357521,5281312.013640076,7200,10,3,0,0,9,3.25,3730,6.171726453653231
560430.7879531386,5258174.133810023,19600,8,4,0,0,56,1.75,2110,5.6020599913279625
566051.678184754,5247531.297390748,5499,8,3,0,0,13,2.5,2430,5.491361693834273
549934.1037866127,5287095.376757882,8164,7,4,0,0,65,1,1030,5.521791649639123
561265.8437972972,5250369.235830865,3676,7,3,0,0,23,2.5,1720,5.408155133886265
551328.54841227,5247739.931159312,3554,8,4,0,0,40,1.75,1000,5.3222192947339195
559911.1599837565,5279398.108002015,5973,6,5,0,0,73,2,1010,5.829303772831025
553451.0275288774,5279724.196640836,4000,7,3,0,0,67,1.75,1300,5.643452676486188
546470.3040350869,5270128.006867996,5000,8,3,0,3,105,2,2660,5.861832997657945
548558.3053090794,5281248.471662826,3000,7,4,0,0,89,1,1070,5.740362689494244
551659.1086256079,5270127.175209077,1588,8,3,0,0,8,2.5,1520,5.633468455579586
568558.2643163367,5278359.803506114,15536,10,3,0,2,19,2.5,2330,5.8228216453031045
555605.424706963,5266362.228255889,8178,8,3,0,2,54,2.5,2570,5.876217840591642
564906.9365617627,5255465.553360848,8944,8,4,0,0,48,1.75,2410,5.6180480967120925
552586.0252971265,5284051.090160184,7989,7,3,0,0,33,2.25,1880,5.643452676486188
569093.6238205093,5245654.529390648,5525,6,5,0,0,46,1,840,5.281033367247727
549551.0634699853,5288047.9686582945,7680,7,4,0,0,65,1,1100,5.477121254719663
562096.9239371595,5285645.507314126,8050,7,4,0,0,38,2.5,2510,5.676693609624866
546391.4817283001,5280019.290095971,1334,8,3,0,0,8,2.25,1290,5.68930885912362
557187.0081638001,5273902.181853781,9600,7,3,0,1,69,2,2070,6.1303337684950066
553453.0936150564,5271310.369081772,4200,9,5,0,4,90,3.5,2990,6
545556.1698750476,5281235.292832386,4040,7,3,0,0,87,1,1040,5.628388930050312
551239.4616562946,5275091.703256544,4200,9,3,0,0,91,2.5,2390,6.079181246047625
553327.4058575202,5268608.365685126,6110,9,3,0,0,3,4.5,3600,5.863322265196101
552737.3300980538,5267313.716038867,5432,7,3,0,0,64,1.5,2070,5.698970004336019
555075.1559424325,5266735.1026025815,5200,8,3,0,0,49,2,2500,5.6180480967120925
553439.0802049832,5281024.519740808,5477,10,3,0,0,6,3,2620,5.989004615698537
549445.3062794822,5282856.465276142,1186,8,3,0,0,8,2,1220,5.550228353055094
551688.2748019246,5275317.960755216,4800,10,5,0,0,110,3.25,2850,6.122215878272827
563442.2318045585,5244479.395038326,3207,7,3,0,0,9,2.5,1961,5.460897842756548
549073.5794933267,5264592.095173637,4200,6,3,0,0,85,1,630,5.1702617153949575
553623.5683248681,5269122.3504321305,4060,8,3,0,0,23,3.5,3090,5.880813592280791
561875.4631425617,5271182.441597313,14125,9,4,0,0,55,3,3720,5.942008053022313
548377.7056230375,5239379.397827304,7062,8,3,0,0,22,2.5,2450,5.47567118832443
566332.0772763841,5282591.158318789,10500,7,4,0,0,47,1.75,1640,5.60422605308447
556755.049217126,5287347.018449062,12240,7,3,0,0,52,1.5,1300,5.562292864456475
546629.4820971062,5269028.949505393,4976,8,4,0,2,85,2,2180,5.744292983122676
552689.8482393577,5272570.493862034,5000,7,4,0,0,102,2,2140,5.832508912706237
545729.1553424571,5268743.967921143,4720,7,4,0,0,88,1.75,1400,5.683947130751513
561627.3779143901,5259042.432784332,4500,7,3,0,0,13,2.5,2160,5.555094448578319
554859.664219968,5265643.843826997,1092,7,3,0,0,11,2.5,1000,5.214313897424399
563727.0158490567,5280627.971490437,7119,9,3,0,0,2,2.75,3150,5.913760886412323
560535.9215203185,5277081.536245643,11259,9,3,0,0,33,2.5,2320,5.8061799739838875
549372.6357995337,5282577.9793422,1557,8,3,0,0,8,2.25,1140,5.574031267727719
549312.283762897,5289679.815264825,6985,7,3,0,0,44,2.5,1840,5.57978359661681
562301.2655044519,5252347.41391048,8247,7,3,0,0,45,1.5,1700,5.396199347095736
551595.51675094,5251721.155190769,5375,7,2,0,0,53,1.75,1830,5.414973347970818
553566.0243994119,5291662.667044643,11870,8,5,0,0,47,2.5,2430,5.781755374652469
566335.9234453547,5275666.401018627,8395,7,4,0,0,50,2,1470,5.648360010980932
549991.5612816252,5254041.260178741,14000,6,4,0,0,62,1,710,5.378397900948138
560314.3427631133,5291173.198798174,8588,9,3,0,4,26,2.25,2550,5.690196080028514
546587.8540198097,5264816.272087185,4080,7,4,0,0,70,1,1000,5.5532760461371
560529.9131652564,5277659.453725154,8937,8,4,0,0,39,2.75,2240,5.829303772831025
552072.1697,5282790.487249785,9600,5,3,0,0,68,0.75,680,5.301029995663981
553584.1709607845,5281570.481520845,6000,7,3,0,0,65,1,1180,5.705007959333336
553963.1954302598,5264924.165240264,2614,7,3,0,0,10,2.5,1320,5.477121254719663
546792.7879974443,5239055.409808565,6900,7,3,0,0,39,1,1330,5.320146286111054
549520.9996120367,5282779.306561022,1213,8,3,0,0,8,1.5,1290,5.574031267727719
567846.0191883721,5281474.8643699,3188,7,3,0,0,29,2.5,1360,5.622731965164719
558127.2608310491,5285093.124100339,16863,7,4,0,0,35,1.75,1850,5.648360010980932
546004.8952820151,5262377.625063914,6032,7,3,0,2,56,1.75,2000,5.656577291396114
554794.3081705568,5264587.345316694,5379,6,3,0,0,96,1,750,5.491361693834273
552752.1379614425,5273993.733850631,2542,7,3,0,0,111,1,1050,5.812913356642856
562984.9512748444,5279830.713526538,7210,7,5,0,0,49,2.5,1700,5.752048447819439
544838.4455197736,5276972.847587604,6240,7,4,0,0,74,1,1100,5.7558748556724915
545581.5000328794,5278001.153093904,4990,8,5,0,0,64,2.5,2680,5.9191827290425
562490.5422963167,5248737.184557352,8058,8,3,0,0,23,2.5,1910,5.477121254719663
552055.5715574002,5276254.864498706,3600,8,3,0,0,86,1.5,1850,5.963787827345556
564122.0140232793,5272018.099296725,10260,7,4,0,0,60,1.5,1580,5.676693609624866
566013.4229752172,5257634.185348963,19485,9,3,0,0,25,2.5,2790,5.7283537820212285
569607.4157563902,5284819.203863005,14565,11,3,0,0,25,2.5,3190,5.935507265824713
560118.5827064676,5281123.07793415,5500,7,5,0,0,76,2,2130,5.8819549713396
564421.1492136561,5244756.782479296,6093,8,3,0,0,12,2.5,2105,5.518513939877887
562301.2744208429,5287570.630716986,4450,9,3,0,0,11,2.5,2290,5.732393759822968
546279.1458267566,5265780.766497059,1599,9,3,0,0,3,2,1890,5.66133934000604
544312.1112725276,5277046.619902425,12793,11,5,0,2,87,3.25,4590,6.446381812222442
547294.9942986327,5279693.126846087,5000,7,4,0,0,71,1.75,1710,5.710117365111817
547976.4072509886,5278998.48446758,6198,7,4,0,0,99,1,1460,5.889301702506311
553923.2711146387,5269247.37210712,8505,9,3,0,2,93,3.25,3990,6.176091259055681
552457.8578533918,5273290.854292679,3402,7,3,0,0,115,1.75,1380,5.740362689494244
552725.3949,5260289.248742678,13927,6,3,0,0,86,1,1130,5.260548372636979
554426.7489787427,5255536.724515491,8937,7,5,0,0,61,2.75,1960,5.511883360978874
547111.4689649383,5265220.58528307,5040,6,3,0,0,88,1,730,5.4996870826184034
546437.8580778034,5264748.392592346,5100,7,4,0,0,61,1.5,1660,5.711807229041191
561419.627327628,5264475.3637831975,7663,9,3,0,0,2,2.75,2930,5.8561244442423
550007.4516635963,5261010.060655376,8571,6,3,0,0,65,1,940,5.378397900948138
552621.2217927366,5280161.223384009,5000,7,2,0,0,90,1,1430,5.658011396657113
552826.9809275394,5274027.755742121,1276,7,3,0,0,10,1.5,830,5.47567118832443
549698.0296247348,5279624.239916571,4815,7,4,0,0,101,2,2350,5.8850783841492245
564016.457097832,5261057.614425282,4504,7,3,0,0,10,2.5,2480,5.628388930050312
559661.5308202174,5281774.158461451,6907,10,3,0,0,7,4.25,4230,6.146128035678238
553044.7591552194,5241586.810993151,12384,7,4,0,0,61,1,1640,5.403977963669354
556373.4892131306,5288032.432269437,9670,7,3,0,0,56,1.75,1570,5.552059534187884
551544.9986601747,5274527.55095051,1581,8,5,0,0,106,1,1400,5.824125833916549
566033.0294507245,5275874.148213389,7210,7,4,0,0,51,1,1250,5.537819095073274
545057.9057340083,5268005.201592779,6341,8,5,0,0,34,2.5,2000,5.795880017344075
550369.830728675,5280074.605341598,3000,7,4,0,0,104,1.75,2100,5.8061799739838875
554610.3023894856,5260106.469017176,7500,6,3,0,0,110,1,1200,5.3222192947339195
561931.7558507468,5287066.490541159,7200,7,3,0,0,40,2.25,1870,5.544688022302678
556292.7019907106,5288631.860505381,9251,7,3,0,0,75,1,1380,5.505014240084107
561450.5605155423,5247136.8406374315,12048,7,3,0,0,25,2,1700,5.443262987458695
552916.6498006098,5272428.057131251,5500,7,1,0,0,115,2,3080,5.635986111800833
562117.0999303607,5255490.9038900975,7560,6,3,0,0,57,1,950,5.361727836017593
558718.7397943755,5285943.81965171,6705,7,4,0,0,42,2.5,2050,5.680335513414564
558062.8315276157,5291528.126474014,7288,9,3,0,0,3,2.5,2870,5.812913356642856
553680.035127864,5279315.057348296,1281,8,3,0,0,9,2.5,1450,5.770852011642144
566569.3363854804,5268377.536796971,9792,9,3,0,0,31,3.25,3760,5.929929560084588
554852.3607703488,5266421.797329093,5400,7,4,0,0,67,1,840,5.590061230803743
550009.9413697735,5286995.996246336,7260,7,3,0,0,56,1,1150,5.344392273685111
552409.6093684728,5286972.70681018,8612,7,5,0,0,68,1,920,5.532620631359914
557245.3031854179,5290853.087233482,5954,8,3,0,0,2,2.5,2470,5.740362689494244
559622.518641609,5256142.993024808,7200,7,4,0,0,47,1.75,1840,5.478566495593843
561599.6803859642,5247316.233426335,7461,6,3,0,0,29,1.75,2090,5.41161970596323
555896.7063462721,5290828.813268681,9627,8,4,0,3,39,2.5,2650,5.690196080028514
565914.2025441143,5273094.014782935,8449,7,4,0,0,57,2.25,1740,5.658011396657113
553937.0426838268,5243173.125998617,9350,7,5,0,0,53,2,1590,5.392696953259666
559598.7749586207,5258476.818948218,4800,5,4,0,0,112,1,1340,5.352182518111363
546378.7178480123,5281619.691818912,4141,7,4,0,0,73,1.75,1560,5.7395802550243475
549942.2843462313,5259820.268975106,8645,6,3,0,0,60,1,1700,5.173186268412274
549697.9442020403,5288404.899467724,8040,7,4,0,0,50,1.5,1600,5.584218112117405
561842.1049100697,5281396.798157182,7520,7,4,0,0,55,1,1110,5.113943352306837
551198.5796891754,5245327.029405905,10319,8,4,0,3,26,2,2280,5.623249290397901
563775.4832403897,5248573.158644259,5812,8,3,0,0,15,2.5,2490,5.536810865991542
548406.3978178755,5263352.837869146,5120,6,3,0,0,61,1.5,720,5.2576785748691846
546641.5121713615,5239065.324426655,8775,7,3,0,0,36,1.5,1430,5.332438459915605
552950.727967979,5268671.624839341,9967,6,3,0,0,96,1,1320,5.4065401804339555
553924.8486864432,5285297.116040144,9825,8,4,0,2,65,2.75,3100,5.845098040014257
553471.4215680815,5269309.903208008,3621,6,4,0,0,68,1,950,5.5910646070264995
552520.228614452,5266355.909360433,4750,9,3,0,0,9,3,2440,5.694605198933568
552118.3159797709,5269230.977467247,4000,8,3,0,3,102,3,3000,5.837588438235511
549791.5868176476,5286227.197337867,8527,7,4,0,0,72,1,1810,5.574031267727719
560978.2234912693,5234405.979633513,3960,9,3,0,0,1,2.5,2658,5.614480641744478
552619.2974242202,5272058.583304061,844,7,3,0,0,10,1.5,1180,5.537819095073274
559263.0378820406,5269288.027360579,16313,8,2,0,0,42,1.75,2050,5.794488046659169
548629.7479371426,5263654.778702643,4125,6,4,0,0,72,1,720,5.469822015978163
565847.5780630028,5272337.434038986,6650,7,3,0,0,57,1.5,1770,5.574031267727719
544444.2861016104,5269556.506953181,1988,9,3,0,0,4,2.5,1830,5.778151250383644
553334.1051922117,5267874.863856966,3000,6,4,0,0,105,2.5,2020,5.6020599913279625
567267.2299196264,5246867.086291432,7000,8,3,0,0,18,2.5,2190,5.524979982127119
563408.0824415238,5268531.3055623025,13800,9,4,0,4,46,2.5,3830,6.041392685158225
566051.3035013685,5247564.637196039,5048,8,3,0,0,13,2.5,3110,5.587149498254344
563631.9156479385,5268700.465054483,13874,9,4,0,3,38,2.75,3710,6.096910013008056
546915.4259232999,5280212.440262933,1213,8,3,0,0,10,2.25,1270,5.669316880566112
552584.7322065806,5259176.541859001,11374,7,5,0,0,82,2,1300,5.457881896733992
564388.4730527075,5268308.620368598,8600,8,5,0,0,48,2.5,2820,5.951279220321852
554595.3717177653,5261706.817910215,7199,7,3,0,0,12,3,2840,5.465457210575713
546378.9837923025,5281586.350075661,4141,7,4,0,0,73,1.75,1210,5.764922984649888
553152.7793925109,5271263.166427642,3760,8,4,0,0,103,1,1790,5.7558748556724915
550359.5332915223,5281263.791254813,3672,9,3,0,0,110,3.5,2170,6.122215878272827
561004.8853820114,5282499.464503506,16000,9,4,0,0,34,2.5,2750,5.868644438394826
548424.2985398618,5279313.4040641505,953,9,3,0,0,9,2.5,1380,5.739572344450092
566115.1851543543,5281866.193010159,7245,7,3,0,0,53,1.75,1560,5.625826713285711
554066.2658247447,5245552.748171404,9576,7,3,0,0,53,2.25,1860,5.396199347095736
567012.0491223718,5275674.139339291,12100,8,4,0,0,39,2.25,2560,5.883661435153617
559983.7203539414,5286912.651420713,7575,7,3,0,0,41,2.25,2010,5.643452676486188
549294.0790416672,5238275.598225769,5033,8,3,0,0,1,2.5,3172,5.635986111800833
556700.641221245,5262060.2780066235,10037,9,3,0,4,62,2.5,4940,5.903089986991944
551213.6697485873,5243593.36086539,9650,8,3,0,2,39,2.75,2390,5.5794977825348235
567082.822537613,5276052.87142743,2560,8,3,0,0,39,2,1350,5.525044807036846
565852.6117023779,5278539.753120826,11603,8,3,0,2,27,2.25,2470,5.866877814337498
550014.5372636218,5286462.524601065,9063,8,3,0,0,23,2.5,2160,5.724275869600789
549374.334960974,5282377.928761753,1348,8,3,0,0,12,2,1270,5.5803546611065915
546233.324808804,5262057.112016995,5236,6,4,0,0,73,1,1130,5.58489634413745
546820.7595876906,5282645.781676574,1445,8,3,0,0,16,2.5,1290,5.544688022302678
558503.5080256953,5247395.744553959,10200,8,4,0,0,52,1.5,1790,5.480006942957151
563537.4150533509,5263553.2330843415,8540,9,3,0,0,12,3,2910,5.845718017966659
548758.1870448674,5284262.23049815,6658,7,3,0,0,73,1,1690,5.6020599913279625
546964.8080321584,5283391.6261874065,4960,9,3,0,0,10,3.5,3670,5.900913067737669
552269.5240505629,5235267.11106322,15484,8,3,0,0,23,2.5,2180,5.544068044350276
556438.6034798584,5234394.163023518,4079,7,3,0,0,3,2.5,2244,5.431283331807261
559766.1680232346,5234549.179557264,7904,8,3,0,0,20,2.5,2190,5.429913697763754
545587.2433687544,5277267.6391321365,6000,9,5,0,0,84,2.25,2380,5.947433721887051
554406.8013212591,5265784.099671716,8636,7,3,0,0,53,1,2350,5.463892988985907
547955.800341142,5263215.753408237,7480,6,3,0,0,67,1,980,5.447158031342219
560666.9634177402,5257198.485735386,8300,8,4,0,0,50,2,1550,5.477121254719663
557087.4568714176,5291662.935012983,9600,7,1,0,0,49,2.25,1510,5.292256071356476
551368.5317640518,5260399.442877494,14750,6,4,0,0,82,1.5,1500,5.477121254719663
546872.9778154003,5238478.12559189,6790,7,3,0,0,36,2,1690,5.389166084364533
552525.2001110184,5274158.404378537,965,8,3,0,0,8,1.5,893,5.55624217790006
544991.4910454084,5276607.249632908,5758,7,3,0,0,76,1,1130,5.685741738602264
554092.3155629224,5267237.190729537,3332,7,3,0,0,91,2,1770,5.650793039651931
545992.4943458645,5283005.951920585,5200,7,4,0,3,75,1.5,1430,5.713910354128956
549519.1058034645,5283001.585117604,1115,8,3,0,0,12,2.5,1240,5.531478917042255
562311.5740322078,5279612.275459662,7279,9,4,0,0,31,2.25,2110,5.854988835257669
568720.5854892266,5270958.950088172,11665,11,3,1,4,14,2.25,3000,6.380211241711606
553780.6122117204,5284673.344010152,7000,6,3,0,0,71,1,1130,5.662757831681574
563779.0092738031,5262110.931384476,9592,8,3,0,0,22,2.5,2420,5.644930707913588
546234.4569880441,5280884.978591945,2300,7,4,0,0,103,1,1120,5.7419390777291985
555711.6940783052,5263106.661061068,5700,6,3,0,0,93,1,1040,5.431363764158987
556904.668789085,5287381.828570941,11600,7,4,0,0,60,1.75,1500,5.57966929355472
548623.555204407,5264399.390211072,4000,7,5,0,0,72,2.75,1690,5.602049133830196
549752.3934227963,5237723.751671519,18948,10,3,0,0,22,3,3610,5.707570176097937
559033.5024371396,5284490.9349298645,9526,7,3,0,0,54,1,1290,5.506505032404872
562341.8349306749,5255626.6654503625,10914,7,4,0,0,56,1,1460,5.3979400086720375
564136.6410650867,5236195.530708537,7875,7,4,0,0,29,1.75,1060,5.326335860928752
548669.7801272904,5276892.464002319,3943,6,5,0,0,99,1,1110,5.613313161455459
564398.8913263213,5260528.297573385,5024,8,3,0,0,3,2.75,2170,5.669316880566112
565926.0630947901,5278685.0825652415,9312,10,3,0,3,10,3.5,3600,5.912487761332324
562402.7464691501,5264052.296726352,8164,9,3,0,0,25,2.5,2110,5.7283537820212285
560161.4198256717,5284235.74346926,8640,7,3,0,0,46,2.25,2130,5.724275869600789
549930.2074319617,5278814.8560113255,1269,7,3,0,0,10,1.5,1160,5.656098202012832
553232.0159099427,5270819.303417818,6000,7,3,0,0,93,1,1090,5.628388930050312
544968.2177593078,5279619.105088036,1820,7,4,0,0,67,1,1230,5.574031267727719
545860.8436562368,5280670.84322647,1801,5,5,0,0,92,0.75,370,5.440909082065217
550769.8189685289,5285846.649795971,7875,7,3,0,0,62,1,1160,5.45484486000851
569465.8847738873,5258852.293771298,10125,6,3,0,0,54,1,1120,5.484299839346786
566292.2997731379,5246278.048790817,4750,8,3,0,0,12,2.5,2500,5.477121254719663
553438.3653366214,5281102.316932531,5001,10,3,0,0,6,3,2700,5.970811610872518
553070.0755487372,5288545.9127376,11740,8,3,0,0,61,1.5,2330,5.653212513775344
562051.6598668124,5275819.261963488,14398,7,3,0,0,34,2,1580,5.790601794962827
551548.9929223455,5290999.710647581,7200,7,3,0,0,39,3,2320,5.491361693834273
567202.1789300577,5259125.983680696,16020,8,5,0,0,53,2.5,2010,5.633468455579586
558224.8854927674,5267799.316768319,11019,9,4,0,0,43,2.5,3630,6.035429738184549
549398.2930285664,5261794.00603303,6460,6,3,0,0,62,1,740,5.251638220448212
552243.1331922557,5246758.827945471,8701,7,4,0,0,55,2,2120,5.3979400086720375
549523.4614722647,5282490.344552318,4510,7,3,0,0,37,2,1600,5.707570176097937
569551.3286411017,5289498.168515797,9075,7,3,0,0,38,1,1120,5.525044807036846
553777.362734756,5268756.982832093,4635,6,4,0,0,96,1,1380,5.676693609624866
551449.1943471665,5268346.9927416425,8227,8,5,0,0,86,3.25,2220,5.755112266395071
549505.6709772882,5240088.946584848,14005,8,3,0,0,32,1.75,1840,5.439332693830263
547487.0349414326,5265312.539547901,1607,8,3,0,0,8,2.25,1460,5.491291640687592
561302.0445593303,5261328.6503052125,4350,7,3,0,0,12,2.5,1560,5.447158031342219
552583.088692324,5276070.653029587,3671,8,3,0,0,86,2.25,2100,5.924279286061882
547644.7559158498,5282819.197501118,8190,7,4,0,0,69,1,1910,5.690196080028514
549704.9760118658,5261151.970472223,4120,8,3,0,0,1,2.5,2650,5.600592857840983
546916.2326252295,5280112.415270449,1229,8,3,0,0,15,1.5,1300,5.68304703823885
561385.2916335725,5267742.762699516,10136,8,3,0,0,57,2.5,2140,5.740362689494244
560146.3467796476,5263850.814070607,9350,8,3,0,3,58,2.5,2770,5.831869774280501
563003.2338757928,5243152.053128172,18000,7,3,0,0,50,1.75,1397,5.409933123331294
546791.3867516048,5267596.487757698,5750,7,5,0,3,96,1.75,2460,5.829303772831025
545255.3600512394,5281310.746184309,6750,7,3,0,0,73,1.5,1090,5.658011396657113
551629.4058985254,5247864.82244784,6350,7,3,0,0,48,2.25,1990,5.491291640687592
549139.3576503417,5283542.983801638,846,8,3,0,0,9,1.5,982,5.3979400086720375
558562.5908793762,5286553.572539761,7336,7,4,0,0,38,3,2260,5.686636269262293
556946.9738205988,5259962.015,7740,6,3,0,0,55,1,860,5.315970345456917
552149.3855877011,5274166.144247975,2002,6,3,0,0,115,1,910,5.778151250383644
554212.6112107126,5278564.187802307,5000,9,3,0,0,79,1.75,1930,5.855216194733363
558256.1251062828,5264665.277530947,10105,9,4,0,0,29,2.5,3180,5.982271233039568
562822.7792076841,5259988.774902847,2688,7,3,0,0,10,2.5,1760,5.469085299123121
547811.9048635433,5280742.127679313,3750,7,5,0,0,104,2.75,2640,5.8750612633917
557675.5387034655,5247143.045621422,12208,7,3,0,0,36,1.75,2000,5.3747483460101035
569547.9769058824,5264621.988370984,4287,10,3,0,0,3,3.25,3080,5.919078092376074
562238.4569334066,5286436.202850559,8000,7,4,0,0,43,2.75,2440,5.720159303405957
560206.2371281509,5287148.373367057,8085,7,3,0,0,39,1.75,1620,5.596597095626461
557165.029377037,5260775.50399643,5650,6,3,0,0,71,1,1120,5.414973347970818
565126.025875986,5283066.592756137,7200,7,3,0,0,38,1.75,1720,5.720159303405957
563082.6150816476,5249832.7417506995,4260,7,3,0,0,10,2.5,2540,5.511883360978874
560224.4335586667,5270876.176977986,8301,10,3,0,0,7,3.5,3720,6.161368002234975
551569.9113276171,5246041.578271094,7618,7,3,0,0,48,2,1630,5.4623979978989565
562059.1433314638,5260958.728373751,7123,7,4,0,0,56,1.5,1520,5.466274321789292
544305.0910063356,5277969.069371064,6000,7,4,0,0,76,1.75,1830,5.8055008581584
545017.7292624181,5282920.517735946,7560,7,4,0,3,68,1.75,1620,5.8178957571617955
560530.6666200828,5263087.862168113,1968,7,5,0,0,36,2.25,1610,5.484299839346786
563888.0218627128,5259022.200182382,9620,7,3,0,0,27,1.75,1590,5.54282542695918
556640.8619999231,5283677.950408435,13341,8,5,1,4,87,2.5,2980,6.2027606873932
553516.4364572809,5288916.806526392,7447,8,3,0,0,31,2.25,2470,5.752048447819439
564241.7015653994,5267973.554582096,12100,9,3,0,0,38,2.5,3230,5.917505509552547
558883.4702855194,5239597.275999538,5250,7,5,0,0,104,2.75,2920,5.423245873936808
562771.9816996811,5243583.046551068,6983,10,3,0,0,9,2.5,3361,5.708420900134713
559379.2529323732,5250383.198845746,8065,7,3,0,0,17,2.5,2200,5.477121254719663
544993.8950872669,5276296.062421382,5097,7,4,0,0,71,1.75,1040,5.792244564836703
547957.7140465042,5262982.368011178,5500,6,3,0,0,68,1,1820,5.56466606425209
556323.3203869269,5285475.490678711,19200,7,4,0,0,48,1.75,1600,5.707570176097937
556274.270775668,5259410.897648718,9520,7,3,0,0,62,1,1320,5.468347330412158
546022.8183885218,5269657.655634601,5750,8,3,0,0,107,2.25,1520,5.8277568629786165
567227.4925569576,5283034.943856461,10452,9,3,0,0,22,2.5,2660,5.8779469516291885
551349.324435895,5279671.92350976,2700,6,5,0,0,91,1,850,5.650307523131937
563111.502423927,5261158.933582095,10368,7,5,0,0,52,1.75,1730,5.4281347940287885
546975.1111605584,5291383.208087743,7345,8,4,0,0,42,2.5,1830,5.693726948923647
551916.5000264434,5249545.595781011,14616,7,4,0,1,61,1.5,1643,5.51181654130309
551922.0072088719,5282800.258724005,7540,8,3,0,0,53,2.5,2240,5.815577748324268
563585.534294428,5252172.23938706,2050,7,3,0,0,12,2.25,2080,5.453318340047038
551428.0061309312,5287741.96821992,5870,6,3,0,0,74,1,1020,5.384711742938283
550659.4474167612,5281299.740457022,1330,9,3,0,0,11,2.5,1850,5.917505509552547
559993.251718797,5285990.193139579,7680,7,3,0,0,44,2,1440,5.598790506763115
